school_name,student_id,grade,term_code,bellPeriod1_absences,bellPeriod2_absences,bellPeriod3_absences,bellPeriod4_absences,bellPeriod5_absences,bellPeriod6_absences,total_absences,bellPeriod1_markbook_mark,bellPeriod2_markbook_mark,bellPeriod3_markbook_mark,bellPeriod4_markbook_mark,bellPeriod5_markbook_mark,bellPeriod6_markbook_mark
Hope High School,P9M1GUD64,9,Semester 2 Final,2,3,3,3,3,2,16,A,B,B,B,B,A
Hope High School,05E5L4GLU,9,Semester 2 Final,15,8,8,9,12,17,69,A,A,A,A,A,A
Hope High School,3PV5N97BX,9,Semester 2 Final,22,13,10,11,12,13,81,C,A,B,A,A,D
Hope High School,65C60EXTG,9,Semester 2 Final,17,20,22,24,24,29,136,B,F,D,B,D,C
Hope High School,IP0A553YP,9,Semester 2 Final,11,12,7,13,10,15,68,D,B,F,C,D,F
Hope High School,9W01HSG4X,9,Semester 2 Final,14,9,12,10,8,9,62,D,D,D,C,D,C
Hope High School,M22GGH73V,9,Semester 2 Final,36,28,22,31,28,33,178,F,,,F,,D
Hope High School,E96FNF4Q9,9,Semester 2 Final,2,2,4,3,5,7,23,A,C,D,D,C,C
Hope High School,RV08TBW75,9,Semester 2 Final,18,11,12,19,16,18,94,B,C,D,C,C,D
Hope High School,4027WVEWQ,9,Semester 2 Final,47,18,20,17,20,21,143,B,C,C,C,C,D
Hope High School,I637GZVK1,9,Semester 2 Final,5,6,6,7,6,6,36,B,C,A,B,C,B
Hope High School,17K0G5KBO,9,Semester 2 Final,29,14,11,10,8,10,82,D,B,F,D,F,C
Hope High School,6424TFZQJ,9,Semester 2 Final,6,6,6,6,7,7,38,B,A,C,A,A,B
Hope High School,5JJP77X3T,9,Semester 2 Final,11,4,5,7,5,9,41,B,B,B,A,C,B
Hope High School,B81D1G2EB,9,Semester 2 Final,66,45,24,23,26,24,208,,D,B,,A,B
Hope High School,8A9B0JYA0,9,Semester 2 Final,19,2,5,3,4,3,36,D,B,B,C,C,C
Hope High School,T09WDP44N,9,Semester 2 Final,13,16,17,18,21,21,106,C,C,D,F,F,F
Hope High School,47JVWN30Q,9,Semester 2 Final,6,8,6,8,7,7,42,C,F,D,A,F,F
Hope High School,28BPKVH57,9,Semester 2 Final,36,24,22,32,24,24,162,B,C,F,C,F,F
Hope High School,06N5NYE2W,9,Semester 2 Final,18,21,15,18,15,20,107,D,D,C,B,D,C
Hope High School,31Z7YTVD2,9,Semester 2 Final,14,1,4,4,4,6,33,D,D,C,F,A,F
Hope High School,C5V7H8T1J,9,Semester 2 Final,2,2,3,2,5,4,18,A,A,A,A,A,A
Hope High School,F5745DTWK,9,Semester 2 Final,12,13,14,13,18,17,87,F,C,F,F,F,F
Hope High School,I84VQCE60,9,Semester 2 Final,30,20,16,20,21,24,131,D,D,B,A,C,C
Hope High School,DV6X096CD,9,Semester 2 Final,2,2,2,2,2,2,12,A,A,A,A,A,A
Hope High School,47KNF0DS5,9,Semester 2 Final,8,8,7,6,6,6,41,B,B,C,A,A,B
Hope High School,O1685NAKW,9,Semester 2 Final,12,15,11,16,14,18,86,D,F,D,B,D,D
Hope High School,6U8EKK8K3,9,Semester 2 Final,21,10,7,10,9,9,66,C,A,B,B,B,B
Hope High School,76CHQZL78,9,Semester 2 Final,41,28,31,25,26,23,174,F,F,F,D,B,F
Hope High School,6ONX5T8M0,9,Semester 2 Final,14,8,9,7,12,12,62,D,C,D,D,A,B
Hope High School,1BKI7EY79,9,Semester 2 Final,15,12,13,14,9,10,73,A,A,A,A,A,C
Hope High School,T8950PEVT,9,Semester 2 Final,2,2,3,2,2,3,14,B,A,D,D,D,C
Hope High School,G569BD8JU,9,Semester 2 Final,3,5,7,7,8,10,40,A,B,D,C,D,D
Hope High School,TCQQ161I2,9,Semester 2 Final,13,17,14,21,20,20,105,B,C,C,B,D,
Hope High School,Q50XQ8X3H,9,Semester 2 Final,6,6,6,7,9,7,41,C,C,A,C,B,B
Hope High School,IP8A98G5Z,9,Semester 2 Final,10,10,8,9,9,13,59,A,A,C,B,B,A
Hope High School,34HTH61HB,9,Semester 2 Final,4,4,4,3,4,6,25,A,A,A,A,A,B
Hope High School,3M0I3OEL7,9,Semester 2 Final,9,9,4,7,5,5,39,A,D,A,A,B,B
Hope High School,5424KGXIK,9,Semester 2 Final,21,15,17,17,22,28,120,A,A,C,A,A,B
Hope High School,QK347W7HP,9,Semester 2 Final,17,5,5,4,9,9,49,C,A,C,A,A,D
Hope High School,GL1M14QO0,9,Semester 2 Final,6,5,5,7,12,15,50,B,A,A,C,A,C
Hope High School,3DI3T9X4A,9,Semester 2 Final,15,11,11,15,20,11,83,F,F,C,D,D,F
Hope High School,F234G8AXD,9,Semester 2 Final,9,8,10,9,6,9,51,F,F,F,D,A,D
Hope High School,884NUXV1K,9,Semester 2 Final,6,6,9,9,11,11,52,A,A,A,A,A,C
Hope High School,61RIR8D5L,9,Semester 2 Final,2,2,3,2,1,3,13,B,B,A,C,B,C
Hope High School,RR2157NSB,9,Semester 2 Final,7,7,11,7,7,9,48,A,B,A,A,B,D
Hope High School,YRQ35K90S,9,Semester 2 Final,8,8,7,4,12,4,43,,,B,A,,B
Hope High School,P0TV084JV,9,Semester 2 Final,20,14,12,15,13,13,87,B,D,A,C,D,A
Hope High School,5XNWFQ785,9,Semester 2 Final,8,9,6,16,9,11,59,C,B,C,D,C,A
Hope High School,0NF1Y0T0L,9,Semester 2 Final,8,7,10,9,9,8,51,A,F,F,B,F,D
Hope High School,DRB387DI1,9,Semester 2 Final,17,11,13,13,11,14,79,A,B,B,C,A,B
Hope High School,E4B9G74BI,9,Semester 2 Final,5,6,6,7,5,5,34,A,B,F,B,B,B
Hope High School,9I76FGQ4C,9,Semester 2 Final,4,6,6,7,10,8,41,B,A,A,B,B,B
Hope High School,DM9O9K6W6,9,Semester 2 Final,8,8,8,10,11,12,57,D,A,C,B,D,C
Hope High School,DS3X90FT8,9,Semester 2 Final,17,17,16,13,16,16,95,C,C,C,C,D,D
Hope High School,VD62KJ8G3,9,Semester 2 Final,31,32,31,29,33,34,190,A,A,A,A,A,A
Hope High School,6SI8MH6J2,9,Semester 2 Final,6,7,5,7,7,7,39,B,A,A,A,A,B
Hope High School,L3A8E94ED,9,Semester 2 Final,4,8,8,13,14,21,68,A,,B,D,C,
Hope High School,J7Y3K6I7K,9,Semester 2 Final,10,6,6,7,7,6,42,C,C,B,C,A,A
Hope High School,T7RDB885F,9,Semester 2 Final,24,15,16,16,17,18,106,F,F,F,D,C,A
Hope High School,M7FMUN070,9,Semester 2 Final,13,7,10,15,33,12,90,D,D,A,F,C,F
Hope High School,NC202VS9M,9,Semester 2 Final,17,17,16,16,18,18,102,D,B,D,C,B,D
Hope High School,02E2KGYI6,9,Semester 2 Final,5,5,5,6,5,5,31,A,A,A,A,A,A
Hope High School,58NOE7L0N,9,Semester 2 Final,4,4,4,4,9,4,29,A,D,,,D,C
Hope High School,2OHS15U7B,9,Semester 2 Final,31,36,33,40,42,37,219,D,C,D,D,F,F
Hope High School,E77R1XBR2,9,Semester 2 Final,5,4,2,2,2,24,39,B,A,B,A,C,A
Hope High School,TJ0H6C29G,9,Semester 2 Final,5,4,8,6,13,16,52,B,B,F,C,D,C
Hope High School,C02M74PFN,9,Semester 2 Final,29,21,16,17,19,20,122,C,F,C,B,C,B
Hope High School,6Q4CC43BP,9,Semester 2 Final,12,10,11,12,12,12,69,A,C,A,B,B,D
Hope High School,V9EM29YJ9,9,Semester 2 Final,7,6,5,5,4,4,31,A,A,A,A,B,A
Hope High School,7961HSXVJ,9,Semester 2 Final,13,8,10,8,9,9,57,C,B,A,C,D,A
Hope High School,KTL2M574X,9,Semester 2 Final,42,31,28,23,33,33,190,D,A,A,A,A,A
Hope High School,F8MYG26W8,9,Semester 2 Final,4,6,8,5,6,9,38,B,B,C,B,C,C
Hope High School,SN46Q4S4T,9,Semester 2 Final,7,6,7,6,7,6,39,D,A,D,D,D,A
Hope High School,X51CN4UI7,9,Semester 2 Final,7,7,8,8,10,10,50,A,D,C,,,
Hope High School,D47H47EWI,9,Semester 2 Final,6,6,7,6,6,6,37,A,A,B,A,A,A
Hope High School,D0KX4X8O0,9,Semester 2 Final,23,10,8,8,9,11,69,C,C,B,B,A,B
Hope High School,E59P88FJY,9,Semester 2 Final,15,19,17,25,27,28,131,B,B,A,B,B,A
Hope High School,L4NHA7J38,9,Semester 2 Final,5,14,5,7,9,8,48,D,B,B,C,C,C
Hope High School,2KIYRO870,9,Semester 2 Final,14,15,14,14,15,13,85,,C,D,F,D,C
Hope High School,G86V6W9QA,9,Semester 2 Final,21,20,13,14,13,15,96,A,F,D,D,D,C
Hope High School,KLCQ880H4,9,Semester 2 Final,21,8,9,6,11,11,66,A,C,C,C,D,C
Hope High School,2BB83RU1E,9,Semester 2 Final,5,3,1,1,1,1,12,B,B,B,C,B,C
Hope High School,Z4T663UPB,9,Semester 2 Final,18,32,23,22,20,24,139,B,D,F,D,F,D
Hope High School,XOEK25O58,9,Semester 2 Final,34,20,19,15,13,13,114,F,D,D,D,D,D
Hope High School,UZE17Z9A0,9,Semester 2 Final,16,9,8,11,7,7,58,A,A,C,C,A,D
Hope High School,9FJVBN448,9,Semester 2 Final,12,12,13,14,20,26,97,B,B,A,A,B,A
Hope High School,MOT49B6T1,9,Semester 2 Final,4,3,3,3,3,5,21,A,A,A,A,A,A
Hope High School,6LF4G57MQ,9,Semester 2 Final,7,5,5,6,6,7,36,F,C,D,D,C,A
Hope High School,XG0C711XG,9,Semester 2 Final,8,9,9,10,11,11,58,A,B,C,C,C,B
Hope High School,UIM8208DO,9,Semester 2 Final,10,11,9,11,10,11,62,B,A,A,A,A,A
Hope High School,BBYO3M312,9,Semester 2 Final,63,31,34,37,45,35,245,F,D,D,B,,F
Hope High School,XBN55NM09,9,Semester 2 Final,21,21,15,15,12,16,100,A,B,B,D,A,C
Hope High School,OK26BXF82,9,Semester 2 Final,12,10,16,12,14,18,82,A,A,B,B,C,B
Hope High School,U2PL5E9L5,9,Semester 2 Final,28,9,11,12,12,18,90,D,B,A,A,A,C
Hope High School,K4NXW792R,9,Semester 2 Final,17,15,14,15,18,21,100,C,D,A,C,D,D
Hope High School,3MS9S67KZ,9,Semester 2 Final,26,13,15,36,23,18,131,C,C,C,B,C,C
Hope High School,Y52IX1Y7P,9,Semester 2 Final,33,22,13,12,8,16,104,F,D,B,D,F,D
Hope High School,23JZ13QMJ,9,Semester 2 Final,3,4,6,5,12,4,34,C,D,D,D,D,A
Hope High School,50V1SPHK5,9,Semester 2 Final,7,7,9,9,6,4,42,A,A,A,A,A,B
Hope High School,WN7W73E6N,9,Semester 2 Final,13,17,16,21,21,22,110,A,C,C,C,B,B
Hope High School,2IX89DL3Y,9,Semester 2 Final,20,18,16,29,17,18,118,D,C,D,B,D,B
Hope High School,K6ZF6WQ53,9,Semester 2 Final,22,25,27,25,26,51,176,B,D,,,,F
Hope High School,TFOR35W98,9,Semester 2 Final,13,8,10,10,10,10,61,B,B,C,B,D,A
Hope High School,FGU017B4Z,9,Semester 2 Final,9,11,10,11,17,15,73,A,A,A,A,A,A
Hope High School,7YHO3V38T,9,Semester 2 Final,12,9,11,10,11,11,64,A,C,B,B,C,B
Hope High School,9O1RZ12RL,9,Semester 2 Final,1,2,7,3,6,3,22,,,,C,,D
Hope High School,79I8FI3DQ,9,Semester 2 Final,9,5,5,5,4,3,31,B,D,A,D,B,B
Hope High School,SRB7485NX,9,Semester 2 Final,10,7,12,7,8,12,56,C,B,C,D,B,B
Hope High School,KJD248IB5,9,Semester 2 Final,31,23,26,28,28,29,165,D,B,C,B,F,D
Hope High School,IC8ZZ1L67,9,Semester 2 Final,7,7,7,7,6,6,40,D,B,B,C,C,B
Hope High School,C98L1T6RI,9,Semester 2 Final,22,9,17,7,15,12,82,A,C,D,A,C,C
Hope High School,1MURP9G92,9,Semester 2 Final,21,29,14,15,7,25,111,D,F,D,C,D,
Hope High School,F2C23L3XV,9,Semester 2 Final,21,8,8,10,10,9,66,F,F,F,C,C,D
Hope High School,6CM8ZG54W,9,Semester 2 Final,22,19,17,18,18,20,114,C,A,C,C,C,B
Hope High School,B0T735PIN,9,Semester 2 Final,28,20,20,19,23,22,132,D,C,C,C,C,B
Hope High School,2ANC97F4L,9,Semester 2 Final,14,4,3,4,4,8,37,B,D,A,D,B,A
Hope High School,18Y15XDYY,9,Semester 2 Final,28,12,17,25,12,16,110,D,C,D,F,D,D
Hope High School,QOPD819E6,9,Semester 2 Final,31,35,35,37,41,38,217,C,A,A,A,B,A
Hope High School,J7X6J02FF,9,Semester 2 Final,28,12,12,13,14,13,92,D,C,B,C,B,D
Hope High School,ST2WUI084,9,Semester 2 Final,16,19,23,20,22,23,123,A,D,F,F,D,D
Hope High School,C8G0U38FK,9,Semester 2 Final,5,6,6,6,8,7,38,C,A,B,B,C,C
Hope High School,8R7FZ6T8S,9,Semester 2 Final,11,11,11,13,11,13,70,C,A,B,A,B,A
Hope High School,P3EFI764V,9,Semester 2 Final,35,18,25,16,14,24,132,F,C,F,D,F,F
Hope High School,JF9LZ822R,9,Semester 2 Final,55,8,9,9,8,7,96,C,B,C,D,F,D
Hope High School,B82AT9MM1,9,Semester 2 Final,5,3,9,9,13,18,57,A,A,A,A,B,B
Hope High School,6B1R3Q3UC,9,Semester 2 Final,10,5,6,8,4,6,39,A,B,C,D,B,A
Hope High School,RVRB0641H,9,Semester 2 Final,42,28,17,35,17,23,162,F,F,F,F,F,C
Hope High School,WQ22VBW30,9,Semester 2 Final,15,13,15,18,19,21,101,B,A,C,A,C,D
Hope High School,YN9CX2B26,9,Semester 2 Final,8,9,8,10,18,13,66,C,B,A,B,D,C
Hope High School,94ZH68YFI,9,Semester 2 Final,16,14,16,20,19,16,101,D,D,F,F,D,C
Hope High School,ZC93IYZ29,9,Semester 2 Final,6,6,7,7,7,6,39,B,B,A,C,B,C
Hope High School,1P57MYL2P,9,Semester 2 Final,13,12,11,11,12,13,72,D,B,A,A,D,D
Hope High School,9DAXY1B37,9,Semester 2 Final,25,31,39,30,39,26,190,B,F,F,F,F,C
Hope High School,GIY7Q24W1,9,Semester 2 Final,38,17,18,14,12,15,114,F,C,D,F,D,D
Hope High School,7CVAA7W36,9,Semester 2 Final,36,21,26,28,22,21,154,F,A,D,D,C,C
Hope High School,5S2GSV09H,9,Semester 2 Final,57,33,34,32,35,36,227,D,F,F,D,C,F
Hope High School,6WU2TUS87,9,Semester 2 Final,28,13,12,12,11,11,87,F,D,A,F,F,D
Hope High School,K0Y74NIT2,9,Semester 2 Final,27,19,18,18,22,21,125,D,D,D,D,D,D
Hope High School,6S93OAVF2,9,Semester 2 Final,54,24,24,30,24,27,183,,C,A,C,B,C
Hope High School,3D3SP9G6Q,9,Semester 2 Final,6,5,6,7,6,8,38,C,A,C,A,B,B
Hope High School,AK6ZPK119,9,Semester 2 Final,13,14,15,16,19,21,98,A,A,B,A,A,A
Hope High School,98BRY1UH7,9,Semester 2 Final,15,15,14,14,14,13,85,D,B,B,A,A,B
Hope High School,63N2YEV1O,9,Semester 2 Final,6,6,9,7,14,15,57,D,C,C,,B,C
Hope High School,TV97XLW53,9,Semester 2 Final,53,11,10,12,8,10,104,F,D,F,D,F,F
Hope High School,Y5OG47T9C,9,Semester 2 Final,20,17,12,12,12,23,96,B,F,D,F,C,
Hope High School,K3H21L3ST,9,Semester 2 Final,16,10,6,8,8,6,54,B,D,D,F,F,C
Hope High School,90O3ATJR8,9,Semester 2 Final,35,24,24,24,18,18,143,F,D,F,F,C,C
Hope High School,13K95JFMG,9,Semester 2 Final,10,10,10,10,9,9,58,A,A,,,,
Hope High School,254PN5EYL,9,Semester 2 Final,8,8,9,7,6,7,45,C,F,F,F,A,D
Hope High School,INU6C121K,9,Semester 2 Final,13,17,17,18,15,16,96,A,A,,,,F
Hope High School,9QFZX124F,9,Semester 2 Final,17,14,11,10,11,11,74,C,A,D,C,C,B
Hope High School,E4T111UYQ,9,Semester 2 Final,7,7,7,4,6,5,36,D,C,A,C,A,A
Hope High School,64VX2QP2N,9,Semester 2 Final,5,5,5,5,5,5,30,A,A,B,A,A,A
Hope High School,2O6OLM96F,9,Semester 2 Final,6,9,10,5,6,6,42,B,F,D,C,D,D
Hope High School,VH91KE18J,9,Semester 2 Final,17,15,15,16,17,19,99,D,C,D,C,C,D
Hope High School,2S5V7PW3O,9,Semester 2 Final,26,8,11,14,9,7,75,F,D,B,D,D,F
Hope High School,0AA8PFH21,9,Semester 2 Final,15,13,8,9,8,5,58,D,C,,C,D,D
Hope High School,BC60O47NK,9,Semester 2 Final,9,10,10,11,13,19,72,B,C,F,,,
Hope High School,A6Q2LV0K2,9,Semester 2 Final,2,2,3,3,3,4,17,A,B,B,C,C,B
Hope High School,C38VS29AR,9,Semester 2 Final,13,15,14,17,16,16,91,C,C,D,D,F,F
Hope High School,208TIHSD9,9,Semester 2 Final,13,14,11,12,14,20,84,B,,A,A,A,A
Hope High School,V51R2DH7L,9,Semester 2 Final,11,7,11,7,11,14,61,A,A,,B,C,
Hope High School,7L6Q1D9AO,9,Semester 2 Final,15,13,15,16,13,13,85,B,C,,D,A,
Hope High School,6OMAN97A1,9,Semester 2 Final,6,5,7,7,12,14,51,A,B,A,A,A,A
Hope High School,63BRMCS60,9,Semester 2 Final,19,27,13,13,14,16,102,F,D,B,,,
Hope High School,BFY6F40P5,9,Semester 2 Final,17,16,17,19,19,23,111,D,C,A,,,
Hope High School,8GPT7C1U4,9,Semester 2 Final,4,3,8,8,9,14,46,C,D,F,D,C,C
Hope High School,KMA7VU877,9,Semester 2 Final,10,10,11,9,7,9,56,A,,,A,A,A
Hope High School,LMP447A1H,9,Semester 2 Final,40,15,16,13,10,32,126,D,D,F,C,A,F
Hope High School,O1CCG7F61,9,Semester 2 Final,57,43,33,32,36,33,234,F,,C,F,F,
Hope High School,957GAX9EG,9,Semester 2 Final,5,6,5,5,8,7,36,A,C,C,D,A,A
Hope High School,7BT053XLJ,9,Semester 2 Final,17,13,13,15,12,17,87,C,C,B,C,B,C
Hope High School,NSB922VK7,9,Semester 2 Final,13,10,12,10,9,10,64,A,B,C,C,A,C
Hope High School,35LN3HLC2,9,Semester 2 Final,9,9,9,11,10,12,60,D,D,F,F,F,B
Hope High School,5A3UVOK37,9,Semester 2 Final,26,7,6,6,7,19,71,C,,A,D,,
Hope High School,8CCMJJ178,9,Semester 2 Final,28,12,11,12,11,11,85,B,A,A,A,A,B
Hope High School,NPQ0W61G6,9,Semester 2 Final,22,18,18,20,21,20,119,B,B,B,B,D,C
Hope High School,NC4936FUO,9,Semester 2 Final,26,17,16,16,13,13,101,C,F,C,D,B,D
Hope High School,386MBZF0Q,9,Semester 2 Final,19,10,14,13,20,26,102,B,B,,A,B,
Hope High School,10OJJ99CU,9,Semester 2 Final,33,31,28,25,26,25,168,F,C,F,F,F,D
Hope High School,924DYBPX4,9,Semester 2 Final,25,19,19,20,19,23,125,F,F,F,F,F,F
Hope High School,YD5Q51WF2,9,Semester 2 Final,10,11,11,12,14,16,74,B,A,A,A,C,A
Hope High School,NF6Y7O8J8,9,Semester 2 Final,65,59,57,49,54,50,334,F,F,F,F,,D
Hope High School,0W068WZKG,9,Semester 2 Final,24,7,6,5,5,4,51,B,F,C,D,D,B
Hope High School,LD7E2Q90Y,9,Semester 2 Final,12,7,10,6,7,7,49,F,,,C,B,F
Hope High School,93PEF93LR,9,Semester 2 Final,18,15,17,16,19,21,106,F,C,F,B,F,C
Hope High School,JA58WN7U4,9,Semester 2 Final,28,12,10,13,12,15,90,F,D,A,,,
Hope High School,BS90CAJ16,9,Semester 2 Final,18,9,21,9,9,12,78,F,D,D,,,
Hope High School,YABR865I9,9,Semester 2 Final,17,16,15,16,17,17,98,B,B,A,A,A,C
Hope High School,9UTK7Y7T7,9,Semester 2 Final,31,18,16,14,16,15,110,B,B,D,D,B,C
Hope High School,XUKL4692B,9,Semester 2 Final,23,14,15,15,6,13,86,D,,,,D,B
Hope High School,1376GZLWU,9,Semester 2 Final,15,10,7,7,10,12,61,D,F,D,C,C,A
Hope High School,8Q1F1ZZP4,9,Semester 2 Final,47,18,18,21,18,18,140,B,A,A,B,A,A
Hope High School,IP37BIC54,9,Semester 2 Final,43,22,18,19,18,18,138,C,F,B,D,B,D
Hope High School,9CI1B0FE0,9,Semester 2 Final,1,1,0,1,0,2,5,C,D,F,F,D,D
Hope High School,155J5CDUP,9,Semester 2 Final,69,46,29,27,36,29,236,F,F,D,D,B,F
Hope High School,4X6RQ4W1R,9,Semester 2 Final,13,9,11,10,11,12,66,D,D,A,D,D,C
Hope High School,OYH53VP38,9,Semester 2 Final,6,4,4,4,4,4,26,B,B,C,C,C,D
Hope High School,4S6JVVT94,9,Semester 2 Final,19,15,15,15,16,16,96,B,A,D,B,D,D
Hope High School,NM8NKD560,9,Semester 2 Final,28,14,13,12,10,13,90,C,A,A,A,A,C
Hope High School,HW9V443YM,9,Semester 2 Final,14,12,16,14,16,17,89,B,D,D,D,D,C
Hope High School,7D63AARL6,9,Semester 2 Final,12,12,11,11,12,11,69,A,B,D,D,B,C
Hope High School,20O4EJQW5,9,Semester 2 Final,8,7,8,9,8,7,47,A,A,C,B,B,C
Hope High School,46ISQV5P1,9,Semester 2 Final,26,28,27,26,31,34,172,D,C,C,F,D,C
Hope High School,EWVZ280Q1,9,Semester 2 Final,3,4,5,2,3,3,20,B,B,B,B,B,B
Hope High School,14IKO6O6S,9,Semester 2 Final,7,4,7,8,6,6,38,,,,,,
Hope High School,47WY5BIX7,9,Semester 2 Final,14,9,7,13,8,10,61,C,D,B,,,
Hope High School,87C95UBMN,9,Semester 2 Final,17,11,14,9,9,9,69,D,F,C,D,D,A
Hope High School,V8DH335AI,9,Semester 2 Final,19,18,18,19,21,21,116,D,C,C,D,C,D
Hope High School,291F1KAOY,9,Semester 2 Final,18,14,10,6,7,23,78,F,B,D,F,B,D
Hope High School,0H0RQUP23,9,Semester 2 Final,17,19,18,17,19,19,109,A,C,A,,,
Hope High School,7TFFN82R8,9,Semester 2 Final,15,6,6,11,7,12,57,F,D,D,,,
Hope High School,PK3P93MN7,9,Semester 2 Final,5,5,5,7,5,5,32,B,B,D,D,B,D
Hope High School,C2VBW7K67,9,Semester 2 Final,5,5,7,5,5,5,32,A,A,B,D,,
Hope High School,FS17H46VH,9,Semester 2 Final,9,9,9,9,9,8,53,A,A,A,A,A,A
Hope High School,3XOW5D0O0,9,Semester 2 Final,20,17,15,13,13,11,89,F,F,F,F,D,D
Hope High School,809BRPC4G,9,Semester 2 Final,18,15,14,18,18,19,102,C,C,C,B,D,D
Hope High School,P9DRY7D16,9,Semester 2 Final,13,19,13,14,10,16,85,C,D,A,,,
Hope High School,4NH9B25AA,9,Semester 2 Final,9,6,7,9,10,9,50,A,A,A,A,A,A
Hope High School,VP2E6Q8S0,9,Semester 2 Final,33,23,18,24,22,26,146,F,F,F,F,F,F
Hope High School,17RG9PF8D,9,Semester 2 Final,10,10,9,9,9,10,57,A,A,A,A,A,A
Hope High School,N96MSG61U,9,Semester 2 Final,5,3,4,4,5,5,26,D,C,A,B,C,C
Hope High School,P0T4JA3N8,9,Semester 2 Final,45,32,29,28,29,32,195,D,C,F,D,F,B
Hope High School,AY9H3CR43,9,Semester 2 Final,10,9,12,14,13,14,72,D,A,A,D,A,B
Hope High School,XN97O4FA3,9,Semester 2 Final,38,34,36,35,41,38,222,F,C,C,C,C,F
Hope High School,455EQHTR9,9,Semester 2 Final,12,11,10,11,9,10,63,A,B,C,A,A,A
Hope High School,95JFD0WM5,9,Semester 2 Final,4,9,6,5,3,4,31,A,B,A,B,A,A
Hope High School,K5Y62E0CH,9,Semester 2 Final,57,26,23,21,23,20,170,C,D,F,C,B,A
Hope High School,694WIRST1,9,Semester 2 Final,17,7,20,5,5,4,58,D,F,D,F,A,C
Hope High School,7D1VMNY99,9,Semester 2 Final,33,12,12,13,13,12,95,D,C,B,B,A,A
Hope High School,C08Z9V8PO,9,Semester 2 Final,24,8,5,4,7,5,53,D,B,F,B,D,B
Hope High School,QK80HD4Z3,10,Semester 1 Final,13,13,14,12,18,18,88,B,C,B,C,B,C
Hope High School,E3GN3D5Y4,10,Semester 1 Final,5,2,2,2,3,5,19,B,A,A,A,A,C
Hope High School,0RI6TJO61,10,Semester 1 Final,4,3,5,4,6,9,31,C,C,B,A,B,A
Hope High School,5LF110ULA,10,Semester 1 Final,26,16,17,16,17,16,108,B,B,F,B,F,F
Hope High School,S1OPV6Y58,10,Semester 1 Final,19,16,17,18,19,18,107,F,C,B,A,F,C
Hope High School,LM7A68U3A,10,Semester 1 Final,1,0,0,0,0,0,1,B,C,D,F,D,C
Hope High School,96UW10FFL,10,Semester 1 Final,5,4,3,5,5,5,27,C,A,C,B,A,C
Hope High School,Y8J1QRR95,10,Semester 1 Final,10,14,12,12,12,12,72,A,A,B,A,A,C
Hope High School,6Q59AF7LC,10,Semester 1 Final,25,7,11,9,10,15,77,B,B,D,C,C,D
Hope High School,QM22K79CW,10,Semester 1 Final,4,2,2,6,5,5,24,C,D,D,D,A,D
Hope High School,8MK7H0HY5,10,Semester 1 Final,18,14,13,12,12,12,81,B,D,C,D,B,A
Hope High School,J92W3NEN8,10,Semester 1 Final,18,11,8,7,8,9,61,A,F,C,B,A,D
Hope High School,E27HRK36X,10,Semester 1 Final,7,4,3,3,0,3,20,C,B,A,A,B,B
Hope High School,03TY40YEP,10,Semester 1 Final,40,24,14,14,14,38,144,C,B,B,C,A,C
Hope High School,EQ084T6ZG,10,Semester 1 Final,26,7,8,11,8,9,69,C,A,B,A,B,B
Hope High School,KB9E479YQ,10,Semester 1 Final,39,24,13,14,29,19,138,F,F,D,D,D,B
Hope High School,KV8V99D9V,10,Semester 1 Final,22,13,12,22,13,15,97,C,C,A,C,C,C
Hope High School,7D98NHE8B,10,Semester 1 Final,22,14,12,10,12,14,84,C,D,B,D,F,A
Hope High School,1M7NJPQ40,10,Semester 1 Final,28,15,11,6,6,7,73,F,D,F,F,D,F
Hope High School,D0D53MYD2,10,Semester 1 Final,3,4,3,3,5,5,23,A,A,A,A,A,A
Hope High School,1Y72PFNZ1,10,Semester 1 Final,33,19,25,18,20,18,133,B,D,D,B,D,D
Hope High School,PX5GL140A,10,Semester 1 Final,10,2,2,2,3,4,23,A,B,A,A,A,A
Hope High School,V4W5FO51U,10,Semester 1 Final,29,8,8,9,10,8,72,B,C,B,A,B,
Hope High School,YX9I05Z5D,10,Semester 1 Final,24,7,5,5,6,5,52,B,B,A,C,A,C
Hope High School,VDYY06H77,10,Semester 1 Final,3,4,4,5,6,5,27,C,A,C,B,A,D
Hope High School,YN4M513NR,10,Semester 1 Final,0,1,1,1,1,1,5,A,A,B,A,A,A
Hope High School,8MLXF5J47,10,Semester 1 Final,2,2,2,4,5,4,19,A,B,A,A,A,A
Hope High School,Y0Y2AZ35Y,10,Semester 1 Final,10,7,12,14,18,18,79,A,C,A,A,A,A
Hope High School,9RRB3IT34,10,Semester 1 Final,16,13,15,12,15,20,91,F,D,B,C,D,D
Hope High School,O9YXP7L32,10,Semester 1 Final,11,9,14,16,18,18,86,C,A,A,C,C,D
Hope High School,D656NCPR1,10,Semester 1 Final,16,11,14,17,11,9,78,C,D,A,A,C,D
Hope High School,6S9RYX9F4,10,Semester 1 Final,4,3,2,2,1,3,15,A,A,B,A,C,D
Hope High School,3TQ1CJT87,10,Semester 1 Final,11,6,9,11,13,15,65,D,F,B,C,B,A
Hope High School,866XMDJD4,10,Semester 1 Final,26,34,37,27,28,29,181,F,D,D,F,F,F
Hope High School,HLZY061K7,10,Semester 1 Final,6,3,3,4,5,8,29,B,A,A,A,A,C
